Tenure,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
0,1,11,4,0,3,3,1,2,2,1,1,0,129,1
1,1,9,4,1,4,4,3,2,3,0,2,1,139,1
0,1,9,4,0,3,2,3,0,1,1,1,2,142,1
9,2,7,0,0,3,3,2,1,2,0,1,1,121,1
0,2,19,6,0,3,1,1,2,4,1,7,7,171,1
0,3,6,0,0,3,3,3,0,6,0,1,2,128,1
10,3,17,4,0,4,0,3,0,6,0,2,8,198,1
9,2,13,5,0,3,3,1,1,5,0,1,2,122,1
0,1,14,4,1,3,3,3,2,2,1,1,0,124,1
14,1,14,4,1,3,3,2,1,10,1,1,6,124,1
1,1,22,3,0,4,4,3,1,3,0,5,5,150,1
4,3,32,5,1,5,0,4,2,4,1,2,3,216,1
8,3,16,4,0,4,0,3,1,7,0,1,5,175,1
1,3,16,5,1,4,4,5,1,3,0,2,1,143,1
6,1,26,3,1,3,4,3,1,7,1,2,2,153,1
4,1,12,3,1,4,4,5,0,8,0,2,1,146,1
1,1,25,6,0,2,4,4,1,2,0,2,1,154,1
1,1,31,4,0,4,4,2,1,3,0,2,1,153,1
9,1,7,4,0,3,4,3,2,2,0,1,0,114,1
1,1,23,3,0,3,0,3,1,8,1,7,6,260,1
11,3,17,5,0,3,0,1,1,3,0,6,6,201,1
0,1,8,3,1,3,4,4,1,7,0,2,2,144,1
0,1,28,5,0,3,3,3,1,2,0,1,0,128,1
1,1,14,4,1,4,4,4,2,3,1,2,1,150,1
1,2,9,3,0,4,2,2,1,11,0,3,1,171,1
9,1,7,3,0,3,3,4,1,2,1,1,0,121,1
14,3,9,4,1,4,3,2,1,3,0,2,3,152,1
10,2,15,4,1,4,0,1,1,5,0,4,3,227,1
9,3,6,4,0,3,3,4,2,2,1,2,2,123,1
0,1,31,1,1,3,3,3,2,3,1,1,1,125,1
3,1,9,4,1,4,1,2,1,9,0,2,6,247,1
17,3,9,3,1,3,1,1,2,7,0,7,4,179,1
15,3,10,3,1,3,0,3,2,9,0,7,6,182,1
9,1,10,4,1,3,3,5,1,7,0,1,0,120,1
9,2,26,0,0,3,3,4,1,1,1,1,4,121,1
12,1,7,4,1,5,0,3,2,11,1,2,1,179,1
4,2,25,3,0,2,3,3,1,3,1,1,2,130,1
9,3,13,3,0,3,3,1,1,2,1,2,2,123,1
16,1,9,2,0,5,0,1,1,2,0,2,3,227,1
1,3,7,4,1,6,2,4,2,8,0,2,1,192,1
0,1,9,4,0,3,2,3,0,1,0,1,1,141,1
0,1,14,0,0,3,3,4,2,1,0,1,2,124,1
7,1,14,0,1,3,3,4,1,2,1,2,3,123,1
0,2,14,4,1,4,4,5,1,4,0,2,2,144,1
1,2,8,1,1,4,4,2,1,4,0,2,2,153,1
0,3,18,4,0,3,1,3,1,4,0,2,1,199,1
9,1,15,0,0,3,4,3,2,2,0,1,0,119,1
1,2,30,5,0,3,0,4,1,9,1,2,2,226,1
3,1,16,3,0,4,4,4,2,4,0,2,1,144,1
1,1,29,4,0,4,4,3,0,6,1,2,2,145,1
0,1,14,0,0,3,3,4,0,6,0,1,1,124,1
0,1,14,3,0,4,4,3,2,2,0,1,1,139,1
0,2,17,3,1,3,2,5,1,2,0,1,4,142,1
1,2,18,4,1,4,2,2,2,4,0,4,8,169,1
14,3,15,1,1,4,2,3,0,5,1,2,4,193,1
9,1,14,0,1,3,3,3,2,2,0,1,0,119,1
9,1,27,4,0,3,3,3,1,3,1,1,0,121,1
4,1,8,4,0,5,3,1,1,5,1,1,0,128,1
9,2,12,6,0,3,3,4,1,5,0,1,2,121,1
0,3,24,4,0,3,2,3,0,1,1,2,2,146,1
1,1,9,3,1,4,4,3,2,3,0,2,1,159,1
0,1,18,4,1,4,3,3,1,2,1,1,2,136,1
4,2,30,4,0,4,2,4,0,3,0,1,0,142,1
1,3,12,4,1,5,2,2,1,5,1,8,7,185,1
1,1,15,3,0,4,3,3,2,3,0,2,1,137,1
1,1,23,4,0,2,4,4,2,3,0,14,14,151,1
1,3,7,1,0,4,4,4,2,3,1,2,5,157,1
3,3,10,4,1,3,1,4,2,1,0,6,7,194,1
0,1,24,3,0,4,3,4,1,2,1,6,7,163,1
1,1,9,3,1,4,4,1,1,7,0,2,3,162,1
0,1,16,3,1,3,0,3,1,7,0,2,0,200,1
1,1,30,4,0,4,4,3,1,6,1,2,3,145,1
1,1,22,1,1,4,4,1,0,7,0,2,4,149,1
0,1,14,1,0,3,3,5,2,6,1,1,4,127,1
0,3,19,3,1,3,2,5,0,3,0,1,1,142,1
8,2,13,4,1,3,3,1,1,2,1,1,2,124,1
0,1,15,3,1,4,4,3,1,3,0,2,1,144,1
3,2,31,4,1,5,0,4,2,3,0,2,3,215,1
1,2,30,1,1,2,4,5,2,2,0,1,1,136,1
0,1,12,3,0,3,3,3,1,2,0,1,2,149,1
1,1,8,4,0,3,3,4,2,3,0,1,0,135,1
2,1,30,3,1,4,4,4,2,2,0,2,4,163,1
11,1,33,4,0,3,2,5,1,3,0,1,2,143,1
0,2,13,5,1,4,4,5,1,5,0,2,2,145,1
1,1,15,3,0,4,4,5,1,2,1,2,2,148,1
1,1,16,3,0,4,4,3,2,3,0,2,1,144,1
0,1,14,0,0,3,3,4,2,1,0,1,2,123,1
1,2,24,4,0,4,4,3,1,2,1,2,1,152,1
7,3,18,4,1,2,1,4,2,2,1,2,12,237,1
16,1,8,2,0,4,0,1,1,1,0,1,9,202,1
3,1,29,3,1,4,3,4,1,2,0,1,3,164,1
3,2,6,4,0,3,2,1,1,8,1,1,4,160,1
17,3,9,3,1,3,1,2,2,7,0,7,5,179,1
0,1,32,3,0,4,3,3,1,2,0,7,8,145,1
0,1,14,4,0,4,3,3,2,2,0,2,2,126,1
9,1,15,4,1,3,3,5,1,3,0,1,0,119,1
6,1,10,4,1,4,4,5,0,6,0,2,2,147,1
0,3,32,4,1,3,2,1,1,2,1,1,7,156,1
0,3,11,5,0,4,3,3,2,2,1,1,1,155,1
2,1,8,4,0,4,3,1,0,3,1,1,0,128,1
10,3,13,1,0,3,3,2,1,2,1,4,4,125,1
13,3,12,1,1,3,2,3,1,4,1,1,2,168,1
1,1,32,1,0,5,4,4,1,6,0,2,2,149,1
20,1,29,3,0,3,0,1,0,2,0,15,6,203,1
0,3,6,0,0,3,3,3,0,6,0,1,2,128,1
0,1,6,5,1,3,3,2,2,2,1,7,7,127,1
5,3,18,4,1,3,1,5,2,1,1,2,14,238,1
0,1,14,0,0,4,3,4,0,6,0,1,0,125,1
9,2,15,4,0,3,4,5,1,2,0,1,0,117,1
9,1,23,4,0,3,3,4,0,2,0,1,0,122,1
1,1,8,3,0,3,1,4,1,4,0,2,5,174,1
1,1,12,1,0,4,4,3,1,4,1,8,8,158,1
0,2,14,6,1,4,3,5,1,5,1,2,0,123,1
1,2,9,2,0,3,2,2,1,4,0,1,0,151,1
0,3,6,4,1,4,0,2,0,5,0,10,7,205,1
0,1,14,4,0,3,3,1,0,2,1,1,0,125,1
0,3,13,4,1,4,4,4,1,3,0,2,1,144,1
1,1,14,0,0,3,3,4,1,7,0,1,1,124,1
1,2,15,5,0,4,4,1,1,3,0,2,3,147,1
0,2,15,3,1,3,4,1,2,2,0,1,0,110,1
1,3,9,3,1,4,1,5,1,2,0,6,3,221,1
2,3,9,3,0,3,2,3,0,5,1,1,0,152,1
1,1,12,1,1,4,4,3,2,3,1,3,3,159,1
1,1,8,4,0,4,4,4,2,3,0,1,0,138,1
0,3,21,3,0,4,2,1,1,6,0,1,2,153,1
0,2,32,0,1,2,3,4,2,2,0,1,1,135,1
0,1,24,3,0,4,3,3,2,2,1,8,8,148,1
1,3,8,4,1,5,2,4,1,4,0,5,3,222,1
1,2,15,6,0,5,4,1,1,8,0,2,3,147,1
0,1,10,0,1,3,3,5,2,2,0,1,0,130,1
0,2,8,3,0,3,2,3,2,9,0,2,0,145,1
0,3,19,1,0,3,2,4,1,6,0,1,0,158,1
0,1,24,6,0,2,3,2,1,1,0,1,0,127,1
1,1,7,4,1,3,0,1,1,7,0,11,3,224,1
0,1,14,0,1,3,3,3,1,2,0,1,0,124,1
14,3,10,5,1,5,4,3,0,3,1,2,3,152,1
1,1,17,3,0,5,4,3,2,3,0,2,2,151,1
9,3,18,4,1,4,3,5,0,2,0,1,0,120,1
0,1,11,4,0,3,3,1,2,2,1,1,0,129,1
10,3,13,0,0,3,3,2,1,2,1,5,5,126,1
1,2,12,4,0,4,4,2,2,3,1,2,1,154,1
9,1,15,1,0,3,3,4,2,2,0,1,0,119,1
1,3,33,4,1,4,2,1,1,3,1,4,8,181,1
9,1,22,3,0,3,3,4,1,2,0,1,0,122,1
1,1,9,3,1,5,4,1,1,5,0,2,2,160,1
3,2,29,4,1,5,2,3,0,4,1,2,1,187,1
15,1,14,3,1,3,3,3,1,9,0,4,7,124,1
0,3,32,5,1,3,2,1,1,2,1,1,8,156,1
0,1,8,1,0,3,3,4,2,1,0,1,4,131,1
1,3,29,5,1,4,4,3,2,3,1,2,1,142,1
8,1,12,5,1,3,3,5,1,5,0,1,2,121,1
0,1,9,1,0,3,4,2,0,2,0,5,6,137,1
0,1,20,6,1,3,2,3,1,7,0,1,0,148,1
0,3,14,5,0,4,3,3,1,1,0,1,0,124,1
1,3,7,4,1,5,0,3,0,7,0,12,3,231,1
0,2,23,5,0,1,3,4,1,1,0,1,0,129,1
1,1,35,3,1,5,2,5,2,7,0,2,3,171,1
2,2,29,4,1,5,4,2,1,2,0,1,0,112,1
1,1,29,4,0,4,4,3,0,6,1,2,2,146,1
1,1,9,4,1,4,4,4,2,3,0,2,1,139,1
0,1,23,4,0,3,3,2,1,1,0,1,0,127,1
0,1,15,0,1,3,3,3,0,1,1,1,0,133,1
0,1,17,3,1,5,3,2,1,8,0,2,3,159,1
0,3,30,4,0,3,0,3,0,2,0,2,9,174,1
18,3,9,3,1,3,1,1,2,6,0,7,4,177,1
0,2,16,3,1,3,0,4,1,9,0,4,0,202,1
0,3,6,0,0,3,3,3,1,6,0,1,2,128,1
0,1,9,3,1,3,3,4,1,2,1,8,6,133,1
1,3,33,4,1,4,2,1,1,3,1,7,8,182,1
1,1,7,3,0,4,3,1,1,11,0,3,2,172,1
0,1,16,3,0,3,0,3,1,6,0,1,0,199,1
1,1,25,6,0,3,4,2,1,2,0,2,1,152,1
0,3,16,3,1,4,0,5,1,10,0,6,0,203,1
1,1,14,0,1,3,3,5,1,8,0,1,1,124,1
1,1,23,2,1,4,4,2,1,5,0,2,3,149,1
0,3,11,5,0,4,2,3,2,2,1,1,2,156,1
1,1,13,4,0,5,4,4,1,3,1,2,8,147,1
1,1,15,6,1,6,4,5,0,3,1,2,8,146,1
1,1,31,3,1,5,4,3,2,6,1,2,3,145,1
9,1,13,5,1,4,3,5,1,2,1,1,5,121,1
18,2,9,4,0,5,5,2,0,5,0,10,9,320,1
0,1,14,4,0,2,3,3,2,2,0,7,7,124,1
9,2,33,4,0,4,2,5,1,4,0,2,1,168,1
1,2,7,4,0,4,4,4,1,3,1,2,2,148,1
0,2,32,3,1,5,3,2,2,2,0,1,2,135,1
6,2,15,4,0,4,2,3,2,8,0,1,3,153,1
0,1,10,4,0,4,3,1,1,1,1,1,0,129,1
14,3,12,1,1,4,2,3,0,6,0,2,3,192,1
0,2,29,5,0,3,0,4,1,9,0,1,2,200,1
1,1,14,0,1,3,3,5,0,8,0,1,1,124,1
1,1,13,1,1,4,4,3,1,2,1,2,2,159,1
1,2,18,3,0,3,4,4,2,3,0,2,1,151,1
1,1,10,1,1,4,4,5,2,2,0,2,4,155,1
1,2,7,3,0,4,4,3,1,3,1,3,2,148,1
0,3,21,3,0,4,2,2,1,6,0,1,2,153,1
1,2,14,6,0,4,4,2,1,7,0,2,3,146,1
1,2,28,6,1,5,4,3,1,3,0,2,1,141,1
19,1,11,2,0,4,0,4,0,6,0,4,9,200,1
2,1,14,0,1,3,3,5,0,8,1,2,2,124,1
1,1,8,4,0,3,3,1,1,8,1,2,3,161,1
0,1,12,4,0,3,3,3,0,2,1,1,1,129,1
16,3,30,4,1,3,0,5,2,7,1,2,2,204,1
1,1,7,4,0,5,4,5,0,3,1,2,1,148,1
13,3,6,4,1,3,2,3,1,7,0,1,1,168,1
1,3,9,4,1,5,1,3,1,8,1,3,3,224,1
13,3,34,5,1,4,0,5,1,5,1,2,0,209,1
0,2,29,6,0,3,0,5,1,10,1,1,2,200,1
1,1,10,3,0,4,4,2,1,3,0,7,7,165,1
19,1,8,4,0,3,5,3,1,7,0,12,8,292,1
9,1,30,0,1,4,3,3,2,5,1,1,2,122,1
1,3,12,5,0,4,4,3,2,3,0,2,1,153,1
0,3,7,4,1,4,2,4,1,7,0,2,2,198,1
4,3,32,5,1,5,0,4,2,4,1,2,3,216,1
0,1,13,5,0,3,4,5,1,6,0,1,3,145,1
2,1,14,4,1,4,4,5,1,4,1,2,5,146,1
1,1,8,4,0,4,4,3,2,3,0,2,1,139,1
1,1,14,3,1,4,4,4,2,2,1,2,1,149,1
1,1,13,3,0,4,4,4,1,3,0,2,3,154,1
0,3,15,4,1,4,4,5,0,4,0,2,2,144,1
0,1,21,4,0,4,4,4,1,2,1,3,4,138,1
0,3,8,2,1,3,0,5,1,1,0,4,7,196,1
0,1,15,0,1,3,3,4,1,2,1,1,0,132,1
8,1,9,3,1,4,4,4,1,5,0,2,3,148,1
9,3,15,4,1,3,0,1,1,3,0,4,4,198,1
11,3,16,4,1,6,1,3,1,9,0,2,11,254,1
1,2,9,3,0,4,2,3,2,9,0,3,1,170,1
0,1,20,5,0,3,0,1,2,2,1,5,5,200,1
5,1,11,4,1,4,1,1,1,9,0,2,7,249,1
1,1,31,4,1,5,4,1,2,3,0,2,1,148,1
3,2,20,3,1,4,0,4,1,4,1,11,12,262,1
6,1,27,3,1,3,4,3,1,7,1,2,2,153,1
0,3,14,5,0,3,3,2,1,1,0,1,1,123,1
0,3,11,5,0,3,3,3,2,2,0,1,0,128,1
1,1,12,4,0,4,4,1,2,3,1,2,1,154,1
18,1,14,3,0,4,0,4,0,6,0,5,8,200,1
4,1,9,3,0,5,3,2,1,5,1,1,0,152,1
1,2,15,1,1,4,2,5,1,7,0,2,3,178,1
19,1,20,4,0,3,4,4,0,10,1,4,3,150,1
13,3,6,4,1,3,2,3,1,8,0,1,1,167,1
9,1,28,4,0,3,3,3,0,5,1,1,1,121,1
13,1,14,4,1,4,0,1,1,3,0,1,3,206,1
1,3,26,4,0,5,2,3,0,4,1,3,3,171,1
17,1,14,3,0,5,0,3,1,6,0,3,3,228,1
1,1,31,3,1,6,4,2,2,3,0,2,1,148,1
0,3,22,4,0,3,0,3,1,3,0,1,0,183,1
0,2,8,3,0,3,2,2,1,10,0,2,0,146,1
1,1,31,3,1,5,4,3,2,6,1,2,3,146,1
12,3,17,5,0,3,0,1,0,2,0,7,7,177,1
3,1,29,3,0,3,3,5,1,1,0,1,2,139,1
9,2,13,4,0,3,3,1,1,3,0,1,2,122,1
0,1,35,1,1,4,3,4,2,1,0,1,4,135,1
19,1,14,2,1,3,3,2,2,3,0,1,0,125,1
9,1,23,4,0,3,3,4,0,2,0,1,0,122,1
0,2,18,6,1,1,2,3,1,8,0,1,1,147,1
0,3,11,5,0,4,3,3,2,2,1,1,1,154,1
0,1,16,3,1,3,0,3,1,7,0,2,0,200,1
8,2,28,5,1,5,4,2,1,2,0,1,0,115,1
1,1,15,3,0,4,3,3,2,3,0,2,1,137,1
1,1,29,4,0,4,4,3,1,6,1,2,2,145,1
7,1,13,4,1,3,3,5,1,4,0,1,2,123,1
0,1,14,0,0,4,3,5,2,1,0,1,1,123,1
0,3,11,5,0,3,3,3,2,2,0,1,0,128,1
0,3,15,4,0,4,3,4,2,2,0,1,1,127,1
10,3,17,4,0,4,0,3,0,5,0,3,8,199,1
0,1,30,3,1,3,2,2,1,2,1,6,7,160,1
4,1,12,4,1,4,4,5,1,7,0,2,1,146,1
1,3,9,3,1,5,0,2,0,4,0,10,3,229,1
1,3,11,2,1,4,0,4,2,2,0,5,3,220,1
0,3,17,4,1,4,2,5,1,7,0,2,3,159,1
10,3,11,4,1,3,3,1,1,2,1,1,2,124,1
6,1,14,1,1,4,3,3,1,10,1,1,0,124,1
1,3,23,5,1,4,0,3,1,4,0,2,1,207,1
3,3,28,5,1,4,2,3,0,3,1,1,0,164,1
1,1,14,4,0,4,4,3,0,3,1,2,3,154,1
11,3,14,1,0,3,1,3,0,4,0,1,4,169,1
4,1,16,2,0,3,5,3,1,2,0,12,8,293,1
0,1,15,3,0,3,4,5,2,8,0,1,4,142,1
1,1,25,6,0,4,4,1,2,3,0,2,1,152,1
11,3,9,5,0,6,5,2,1,3,0,3,11,316,1
1,3,13,4,0,4,4,1,1,2,0,2,2,148,1
0,1,10,0,1,3,3,5,2,2,0,1,3,130,1
1,1,9,3,1,4,4,1,0,7,0,2,3,162,1
9,1,14,4,1,3,3,5,2,4,0,1,1,120,1
1,2,18,5,0,2,2,3,1,9,0,2,2,172,1
1,1,9,4,0,4,4,3,2,3,0,2,1,139,1
1,2,29,4,1,3,4,3,2,2,0,1,1,141,1
5,2,26,4,0,3,4,3,1,4,1,2,3,155,1
0,2,17,1,0,3,2,4,2,5,0,1,0,157,1
4,1,16,4,1,4,4,5,2,5,0,2,1,145,1
9,2,7,4,0,4,4,3,2,2,0,1,0,114,1
9,2,7,0,0,3,3,3,2,1,0,1,3,120,1
0,1,14,3,0,3,4,5,1,7,0,1,3,142,1
0,1,8,3,1,4,3,4,0,7,0,1,1,165,1
0,1,19,3,0,1,3,4,1,2,0,13,12,128,1
1,3,33,4,1,4,2,1,1,3,1,2,8,181,1
0,1,16,1,1,4,3,1,1,6,0,1,2,134,1
1,3,15,4,0,4,4,1,1,3,1,2,3,148,1
9,1,30,0,1,4,3,3,2,5,1,1,2,122,1
1,1,31,1,0,4,4,4,1,5,0,2,1,149,1
1,2,13,4,1,6,2,3,0,5,1,7,7,186,1
1,1,23,1,1,6,4,5,1,3,1,4,1,148,1
1,3,7,1,0,4,4,3,1,6,0,2,3,153,1
1,3,8,3,1,5,0,2,0,5,0,11,3,230,1
0,1,9,2,1,3,4,4,0,6,0,1,2,139,1
1,1,16,3,1,4,3,2,2,3,0,2,1,135,1
1,3,31,1,1,3,4,4,2,3,0,2,1,136,1
9,1,8,4,1,3,4,3,2,2,0,1,0,114,1
0,1,14,0,1,3,3,3,1,2,0,1,0,124,1
1,3,7,1,1,4,4,3,0,5,0,2,3,154,1
1,1,22,3,1,4,4,3,0,3,0,2,3,150,1
1,2,29,5,1,6,4,2,1,3,0,2,1,138,1
3,2,26,5,0,3,3,4,1,2,0,1,1,130,1
1,1,7,3,1,4,4,3,0,3,0,2,1,150,1
0,3,27,4,0,5,2,3,1,5,0,2,2,170,1
1,1,10,3,0,4,4,2,1,3,0,7,7,165,1
16,3,10,3,1,3,0,2,2,8,0,7,5,180,1
0,1,14,0,1,3,3,3,0,2,0,1,0,126,1
0,1,14,2,0,4,3,4,0,6,0,1,0,124,1
10,3,16,4,1,4,0,1,1,5,0,5,3,225,1
1,3,7,1,0,5,4,4,2,2,0,2,2,147,1
3,3,11,3,1,4,1,4,2,2,0,6,3,219,1
10,3,16,5,1,4,0,1,1,6,0,5,3,226,1
9,1,26,0,0,3,3,4,1,1,1,1,4,120,1
0,3,9,3,1,4,0,1,0,2,0,8,7,203,1
1,1,16,3,0,4,4,5,1,7,0,2,4,167,1
5,1,11,4,1,4,4,5,0,7,0,2,1,146,1
1,3,21,5,0,4,0,3,1,3,0,2,1,207,1
0,1,14,0,0,3,3,3,1,2,1,1,3,124,1
0,2,14,4,0,4,3,4,1,2,1,1,0,123,1
20,1,8,1,1,3,3,2,2,5,0,2,1,150,1
3,3,30,4,0,1,0,4,1,5,1,2,0,232,1
10,3,15,4,1,5,1,3,1,8,0,14,3,229,1
9,1,14,4,0,4,4,4,2,2,0,1,0,113,1
0,1,16,3,1,3,0,3,1,8,0,3,0,201,1
1,3,32,4,0,4,0,2,0,3,0,2,10,200,1
0,1,14,0,1,4,3,1,2,2,1,1,0,123,1
0,3,25,4,0,4,2,3,0,3,1,2,2,146,1
0,1,14,4,0,3,3,4,1,2,1,1,0,124,1
19,1,8,3,1,3,5,4,1,7,1,12,7,292,1
1,1,13,1,0,4,4,3,1,4,1,8,8,158,1
1,1,34,3,0,4,2,5,1,8,0,2,1,192,1
1,1,15,3,0,4,2,3,0,4,0,2,1,173,1
1,1,25,3,1,5,4,2,1,3,1,2,1,149,1
0,3,19,5,1,4,2,5,1,6,1,2,2,161,1
9,2,15,4,1,3,3,5,1,2,0,1,0,118,1
10,2,30,3,0,2,2,3,1,5,0,2,5,189,1
1,3,9,3,0,5,4,3,2,3,0,2,3,145,1
9,1,14,6,1,5,3,5,0,2,1,1,7,121,1
1,3,7,4,0,6,4,3,2,3,0,2,1,139,1
9,1,11,4,1,4,3,5,1,7,0,1,0,121,1
1,1,31,3,1,5,4,3,2,6,1,2,3,146,1
2,1,13,5,1,4,4,5,1,5,1,2,3,146,1
8,2,7,3,1,5,0,5,0,11,0,4,3,230,1
1,1,13,3,0,4,3,3,1,2,1,2,3,165,1
0,3,21,3,0,4,2,1,1,6,0,1,2,153,1
1,1,21,5,0,4,2,3,0,8,0,2,1,173,1
1,1,11,2,1,4,4,5,2,3,0,2,4,155,1
0,3,22,4,0,3,0,4,1,3,0,1,0,184,1
1,3,13,5,0,6,4,3,1,2,0,2,1,149,1
1,3,7,2,0,4,4,3,0,6,0,2,3,153,1
1,3,7,1,0,5,4,4,2,2,0,2,1,147,1
0,1,14,4,0,3,3,3,2,2,0,1,0,125,1
13,3,6,4,1,3,2,3,1,6,0,1,1,168,1
9,1,28,4,0,3,3,3,1,5,1,1,1,120,1
6,1,21,3,0,4,0,1,0,2,0,3,6,204,1
1,3,13,4,0,4,4,1,1,2,0,2,2,148,1
1,3,7,3,1,4,1,5,1,2,0,6,3,221,1
15,3,18,4,1,3,1,3,1,8,0,3,9,258,1
21,1,9,4,1,4,5,4,2,9,1,14,9,317,1
10,3,6,4,0,3,3,3,1,2,1,1,2,124,1
1,1,7,3,1,3,3,2,0,4,0,2,1,148,1
1,1,13,3,1,4,4,5,2,4,0,2,4,155,1
1,1,7,1,1,4,4,3,2,2,0,2,6,146,1
13,2,10,4,1,4,4,3,0,3,0,2,3,151,1
9,3,14,3,1,5,0,2,1,7,0,13,3,229,1
0,1,12,0,1,3,3,5,2,3,0,1,3,130,1
0,2,9,4,0,3,2,3,2,9,0,2,0,146,1
0,2,7,3,1,4,2,4,1,7,0,1,1,166,1
1,1,9,3,1,4,4,1,1,7,1,3,3,161,1
0,3,7,3,1,3,1,5,1,1,0,5,7,196,1
1,1,9,3,0,5,4,4,2,9,0,2,1,151,1
17,3,18,4,1,1,1,3,2,6,1,2,8,237,1
1,1,12,3,0,4,4,4,2,2,0,2,2,149,1
2,1,12,2,1,4,4,3,1,9,1,2,2,148,1
14,1,15,4,1,5,0,1,1,4,0,2,3,231,1
4,3,26,5,0,3,3,4,2,2,1,1,2,131,1
1,3,7,4,1,6,2,4,2,8,0,2,1,192,1
0,3,24,4,1,2,2,1,1,8,1,1,3,153,1
0,1,12,4,0,3,3,1,1,2,1,1,0,129,1
1,1,13,4,0,5,4,1,2,3,1,2,1,154,1
1,2,33,4,0,4,2,5,1,7,0,2,1,192,1
12,1,7,4,1,5,0,3,2,11,1,2,1,179,1
9,3,6,1,0,4,3,3,2,2,0,1,2,121,1
20,1,29,3,0,3,0,1,0,2,0,15,6,203,1
0,1,30,4,0,3,3,1,1,2,0,1,0,128,1
1,1,11,1,1,4,4,5,2,3,0,2,1,155,1
18,2,9,4,0,5,5,2,0,5,0,10,9,320,1
1,1,12,4,0,4,4,2,2,3,1,2,1,154,1
9,2,9,3,0,3,4,1,2,2,0,1,0,115,1
1,1,14,3,0,4,4,4,1,3,1,2,1,149,1
1,3,20,1,0,4,2,4,2,7,0,2,1,183,1
1,3,16,5,1,4,4,5,1,3,0,2,1,143,1
0,1,11,1,1,4,3,2,0,3,1,6,7,162,1
19,1,14,3,0,5,0,3,0,7,0,4,3,226,1
19,2,11,3,0,4,2,1,1,6,0,7,4,176,1
13,2,14,0,0,3,3,3,1,4,0,7,7,125,1
0,1,10,1,0,4,3,5,2,7,0,1,4,152,1
9,1,6,0,1,3,3,1,0,3,1,2,0,123,1
0,1,9,1,1,3,3,5,2,1,0,1,4,131,1
1,1,11,3,0,4,4,4,1,3,1,9,8,158,1
0,1,17,2,0,2,3,3,1,3,0,10,10,130,1
0,1,10,1,1,3,4,1,0,2,1,5,6,137,1
1,2,30,4,1,5,3,2,1,3,1,1,0,135,1
1,1,8,4,0,4,3,1,1,2,1,1,0,128,1
1,1,14,3,1,4,4,4,2,2,1,2,1,149,1
0,3,26,4,0,5,2,3,0,4,1,2,2,146,1
10,1,7,4,1,4,1,3,1,8,0,1,0,152,1
6,1,25,2,1,2,4,3,1,8,1,2,2,151,1
6,2,15,4,0,4,2,3,2,7,0,1,3,153,1
1,1,15,3,1,4,2,5,1,6,0,2,7,178,1
9,1,8,5,1,4,3,3,1,7,0,1,0,121,1
12,1,7,4,1,5,0,3,2,11,1,2,1,179,1
18,3,8,3,1,3,2,1,2,5,0,7,3,152,1
1,3,7,1,0,5,4,4,2,2,0,2,2,147,1
9,1,23,3,0,3,3,4,0,1,0,1,0,121,1
1,3,16,4,1,5,4,5,0,5,0,3,3,169,1
0,2,14,0,0,4,3,5,2,1,0,1,0,123,1
1,1,12,3,0,4,4,4,2,2,0,2,3,149,1
1,1,14,3,0,4,4,5,1,8,0,2,4,166,1
1,1,13,3,1,4,4,5,2,4,0,2,3,155,1
0,1,29,4,1,4,2,3,0,4,1,1,1,159,1
1,1,32,3,1,5,4,4,2,6,1,3,3,148,1
3,1,29,3,1,4,3,4,1,2,0,1,2,164,1
19,1,31,4,1,4,3,1,2,3,0,1,1,150,1
0,1,15,3,1,3,4,2,2,2,0,1,0,110,1
0,1,14,0,0,3,3,3,0,2,1,1,3,124,1
19,1,14,3,0,5,0,4,0,8,0,5,3,226,1
0,1,10,1,1,3,3,3,2,2,0,1,1,134,1
9,1,16,4,0,4,4,5,2,2,0,1,0,114,1
0,1,9,1,0,3,4,2,0,2,0,5,6,137,1
1,2,21,4,0,4,1,3,1,5,0,2,3,223,1
1,1,12,3,0,4,4,3,0,2,0,2,5,149,1
18,1,19,3,0,4,3,4,0,9,0,5,5,174,1
9,1,8,4,1,3,4,3,2,2,0,1,0,114,1
0,1,14,0,1,4,3,1,2,2,1,1,0,123,1
1,2,8,3,1,4,0,2,0,3,0,3,6,203,1
8,1,13,4,1,3,3,5,1,4,0,1,2,122,1
1,3,13,5,0,4,4,3,2,3,0,2,1,152,1
9,3,16,4,0,3,0,4,1,6,0,1,7,173,1
0,3,14,1,1,4,2,5,2,7,0,1,2,153,1
1,2,22,4,0,3,1,4,1,6,0,1,3,178,1
0,3,30,4,0,3,0,3,1,2,0,2,9,173,1
5,1,11,4,1,4,4,5,1,7,0,2,1,146,1
1,3,32,5,0,4,1,4,2,6,0,1,1,191,1
1,1,24,4,0,4,4,2,1,2,0,2,1,152,1
1,3,29,4,0,3,3,3,1,3,0,1,0,142,1
1,1,7,4,0,4,4,4,1,3,1,2,1,148,1
12,2,14,3,0,4,3,3,1,3,0,7,7,151,1
9,3,17,4,1,3,3,5,0,2,0,1,0,119,1
1,1,31,4,1,5,4,1,2,3,0,2,1,148,1
5,1,8,4,0,5,3,2,1,6,1,1,0,153,1
0,3,30,2,1,1,4,5,2,2,0,1,0,111,1
